video_title,views,likes,comments,release_date_time,link
How I discovered DNA - James Watson,,,,10 years ago,https://www.youtube.com/watch?v=RvdxGDJogtA
Mysteries of vernacular: Sarcophagus - Jessica Oreck and Rachael Teel,,,,10 years ago,https://www.youtube.com/watch?v=s0-iSrj6pNU
3 stories of local eco-entrepreneurship - Majora Carter,,,,10 years ago,https://www.youtube.com/watch?v=z4SWD5NHO18
How to expose the corrupt - Peter Eigen,,,,10 years ago,https://www.youtube.com/watch?v=aRRE5TEnfsA
Technology's epic story - Kevin Kelly,,,,10 years ago,https://www.youtube.com/watch?v=y97hd9voaJE
Inside the Egyptian revolution - Wael Ghonim,,,,10 years ago,https://www.youtube.com/watch?v=C352T7xttbM
Don't insist on English! - Patricia Ryan,,,,10 years ago,https://www.youtube.com/watch?v=sCTI5tcnEok
The terrors of sleep paralysis - Ami Angelowicz,,,,10 years ago,https://www.youtube.com/watch?v=Ub8Wj_tJhdQ
What's below the tip of the iceberg? - Camille Seaman,,,,10 years ago,https://www.youtube.com/watch?v=-PPGe7MU6ME
What is chemical equilibrium? - George Zaidan and Charles Morton,,,,10 years ago,https://www.youtube.com/watch?v=dUMmoPdwBy4
What creates a total solar eclipse? - Andy Cohen,,,,10 years ago,https://www.youtube.com/watch?v=Qog18tiNnqg
A brief history of plural word...s - John McWhorter,,,,10 years ago,https://www.youtube.com/watch?v=_gwJHuEa9Jc
Making a TED-Ed Lesson: Two ways to animate slam poetry,,,,10 years ago,https://www.youtube.com/watch?v=onZEkLpQ0FA
Ultrasound surgery -- healing without cuts - Yoav Medan,,,,10 years ago,https://www.youtube.com/watch?v=9-M6lv57394
A census of the ocean - Paul Snelgrove,,,,10 years ago,https://www.youtube.com/watch?v=pmPw_6fAFQM
Listening to shame - Brené Brown,,,,10 years ago,https://www.youtube.com/watch?v=7jtZdSRst94
Let's transform energy -- with natural gas - T. Boone Pickens,,,,10 years ago,https://www.youtube.com/watch?v=4NxN6PmxlBM
"Yup, I built a nuclear fusion reactor - Taylor Wilson",,,,10 years ago,https://www.youtube.com/watch?v=lV28dOGC_ps
Mysteries of vernacular: Fizzle - Jessica Oreck and Rachael Teel,,,,10 years ago,https://www.youtube.com/watch?v=4TGixIAP92c
How to read music - Tim Hansen,,,,10 years ago,https://www.youtube.com/watch?v=ZN41d7Txcq0
Tribal leadership - David Logan,,,,11 years ago,https://www.youtube.com/watch?v=ATbyOuk0bvE
Animating a photo-real digital face - Paul Debevec,,,,11 years ago,https://www.youtube.com/watch?v=r25lOeggxIw
Building a theater that remakes itself - Joshua Prince-Ramus,,,,11 years ago,https://www.youtube.com/watch?v=o78pDcZAxF8
Creative houses from reclaimed stuff - Dan Phillips,,,,11 years ago,https://www.youtube.com/watch?v=owbfNJMumEs
The case for collaborative consumption - Rachel Botsman,,,,11 years ago,https://www.youtube.com/watch?v=X6FOp65MvxE
Exploring other dimensions - Alex Rosenthal and George Zaidan,,,,11 years ago,https://www.youtube.com/watch?v=C6kn6nXMWF0
"Got seeds? Just add bleach, acid and sandpaper - Mary Koga",,,,11 years ago,https://www.youtube.com/watch?v=9zmB3Gx3e_s
What is dyslexia? - Kelli Sandman-Hurley,,,,11 years ago,https://www.youtube.com/watch?v=zafiGBrFkRM
The moral dangers of non-lethal weapons - Stephen Coleman,,,,11 years ago,https://www.youtube.com/watch?v=GCA93_exJDw
What we learned from 5 million books - Erez Lieberman Aiden and Jean-Baptiste Michel,,,,11 years ago,https://www.youtube.com/watch?v=50MpgVJ8xAE
Making a TED-Ed Lesson: Animating zombies,,,,11 years ago,https://www.youtube.com/watch?v=INFKdqxLgPs
Animation basics: The optical illusion of motion - TED-Ed,,,,11 years ago,https://www.youtube.com/watch?v=V8A4qudmsX0
The best stats you've ever seen - Hans Rosling,,,,11 years ago,https://www.youtube.com/watch?v=usdJgEwMinM
The surprising science of happiness - Nancy Etcoff,,,,11 years ago,https://www.youtube.com/watch?v=uaalzEf5kPA
How to look inside the brain - Carl Schoonover,,,,11 years ago,https://www.youtube.com/watch?v=sYhMAjfdxD8
Texting that saves lives - Nancy Lublin,,,,11 years ago,https://www.youtube.com/watch?v=SItBgBy_oZk
The 4 commandments of cities - Eduardo Paes,,,,11 years ago,https://www.youtube.com/watch?v=C_QRAHTw4M8
Tracking ancient diseases using ... plaque - Christina Warinner,,,,11 years ago,https://www.youtube.com/watch?v=U8c1H4k21SU
"Unlock the intelligence, passion, greatness of girls - Leymah Gbowee",,,,11 years ago,https://www.youtube.com/watch?v=0aANTxQLeAo
Mysteries of vernacular: Jade - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=wLmi3CYGjX4
Da Vinci's Vitruvian Man of math - James Earle,,,,11 years ago,https://www.youtube.com/watch?v=aMsaFP3kgqQ
Visualizing the medical data explosion - Anders Ynnerman,,,,11 years ago,https://www.youtube.com/watch?v=4SZ_5fGEdpk
The linguistic genius of babies - Patricia Kuhl,,,,11 years ago,https://www.youtube.com/watch?v=M-ymanHajN8
Why work doesn't happen at work - Jason Fried,,,,11 years ago,https://www.youtube.com/watch?v=fXdsmvaXx78
How Mr. Condom made Thailand a better place - Mechai Viravaidya,,,,11 years ago,https://www.youtube.com/watch?v=fSznVBd37Uo
The power of vulnerability - Brené Brown,,,,11 years ago,https://www.youtube.com/watch?v=JjNtWRBdXws
The infinite life of pi - Reynaldo Lopes,,,,11 years ago,https://www.youtube.com/watch?v=9a5vHXsUvUw
Comma story - Terisa Folaron,,,,11 years ago,https://www.youtube.com/watch?v=GHnl1O3NGJk
Myths and misconceptions about evolution - Alex Gendler,,,,11 years ago,https://www.youtube.com/watch?v=mZt1Gn0R22Q
Making a TED-Ed Lesson: Synesthesia and playing cards,,,,11 years ago,https://www.youtube.com/watch?v=HMpi8Zf6FFc
4 lessons from robots about being human - Ken Goldberg,,,,11 years ago,https://www.youtube.com/watch?v=HiKM-Mc3DHg
Toward a new understanding of mental illness - Thomas Insel,,,,11 years ago,https://www.youtube.com/watch?v=CUuyzoTI948
Free falling in outer space - Matt J. Carlson,,,,11 years ago,https://www.youtube.com/watch?v=tAUXIEr-VzM
On spaghetti sauce - Malcolm Gladwell,,,,11 years ago,https://www.youtube.com/watch?v=VkhFh5Ms1vc
On positive psychology - Martin Seligman,,,,11 years ago,https://www.youtube.com/watch?v=5CpLEOO5oyo
Mining minerals from seawater - Damian Palin,,,,11 years ago,https://www.youtube.com/watch?v=nZk_BQm_vZU
What if our healthcare system kept us healthy? - Rebecca Onie,,,,11 years ago,https://www.youtube.com/watch?v=3NjEV064AQ4
"The 100,000-student classroom - Peter Norvig",,,,11 years ago,https://www.youtube.com/watch?v=Olni0KKdZqc
Advice to young scientists - E.O. Wilson,,,,11 years ago,https://www.youtube.com/watch?v=ptJg2GScPEQ
How Arduino is open-sourcing imagination - Massimo Banzi,,,,11 years ago,https://www.youtube.com/watch?v=eFCk3qWmCoo
Mysteries of vernacular: Quarantine - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=MBZBqNrsAPM
Why eyewitnesses get it wrong - Scott Fraser,,,,11 years ago,https://www.youtube.com/watch?v=4TQETLZZmcM
Welcome to the genomic revolution - Richard Resnick,,,,11 years ago,https://www.youtube.com/watch?v=nAljnpoKVLw
Your brain on improv - Charles Limb,,,,11 years ago,https://www.youtube.com/watch?v=U4k5JFmahVY
Moral behavior in animals - Frans de Waal,,,,11 years ago,https://www.youtube.com/watch?v=PnnSjdpoBVw
Distant time and the hint of a multiverse - Sean Carroll,,,,11 years ago,https://www.youtube.com/watch?v=5vUWmID5as8
What is an aurora? - Michael Molina,,,,11 years ago,https://www.youtube.com/watch?v=czMh3BnHFHQ
Beatboxing 101 - BEAT NYC,,,,11 years ago,https://www.youtube.com/watch?v=U0MCXDy0J0g
Inside your computer - Bettina Bair,,,,11 years ago,https://www.youtube.com/watch?v=AkFi90lZmXA
Image recognition that triggers augmented reality - Matt Mills,,,,11 years ago,https://www.youtube.com/watch?v=_pnUsvZzs5g
The human and the honeybee - Dino Martins,,,,11 years ago,https://www.youtube.com/watch?v=ZJZsM4flpN4
A tale of mental illness -- from the inside - Elyn Saks,,,,11 years ago,https://www.youtube.com/watch?v=tuv3R5uYm8s
How I'm preparing to get Alzheimer's - Alanna Shaikh,,,,11 years ago,https://www.youtube.com/watch?v=3NpByotvdFA
A vision of crimes in the future - Marc Goodman,,,,11 years ago,https://www.youtube.com/watch?v=QkPh4vGNpQk
Experiments that point to a new understanding of cancer - Mina Bissell,,,,11 years ago,https://www.youtube.com/watch?v=YU-lMsLRtL0
Let's crowdsource the world's goals - Jamie Drummond,,,,11 years ago,https://www.youtube.com/watch?v=TMKmUqk865g
If superpowers were real: Super strength - Joy Lin,,,,11 years ago,https://www.youtube.com/watch?v=WOQhduHFp2I
If superpowers were real: Super speed - Joy Lin,,,,11 years ago,https://www.youtube.com/watch?v=ryGR06dlPf0
If superpowers were real: Flight - Joy Lin,,,,11 years ago,https://www.youtube.com/watch?v=0GDYCxQYbjg
If superpowers were real: Body mass - Joy Lin,,,,11 years ago,https://www.youtube.com/watch?v=fpV7DKwcqbk
If superpowers were real: Immortality - Joy Lin,,,,11 years ago,https://www.youtube.com/watch?v=uvMiz0-nPxs
If superpowers were real: Invisibility - Joy Lin,,,,11 years ago,https://www.youtube.com/watch?v=w-YLJ-pHRhA
"If superpowers were real, which would you choose? - Joy Lin",,,,11 years ago,https://www.youtube.com/watch?v=0jF9xyF8mxQ
How do you save a shark you know nothing about? - Simon Berrow,,,,11 years ago,https://www.youtube.com/watch?v=vIPyXQesFhk
A reality check on renewables - David MacKay,,,,11 years ago,https://www.youtube.com/watch?v=E0W1ZZYIV8o
How great leaders inspire action - Simon Sinek,,,,11 years ago,https://www.youtube.com/watch?v=57hPu0foQ3Q
Digital humanitarianism - Paul Conneally,,,,11 years ago,https://www.youtube.com/watch?v=8XB2v-DqBug
How to fool a GPS - Todd Humphreys,,,,11 years ago,https://www.youtube.com/watch?v=r4UdHE3JNnU
How to set the table - Anna Post,,,,11 years ago,https://www.youtube.com/watch?v=KoU1XiQJ1vo
Vermicomposting: How worms can reduce our waste - Matthew Ross,,,,11 years ago,https://www.youtube.com/watch?v=V8miLevRI_o
A critical examination of the technology in our lives - Kevin Shindel,,,,11 years ago,https://www.youtube.com/watch?v=oR7ExVuHy5U
Is there a center of the universe? - Marjee Chmiel and Trevor Owens,,,,11 years ago,https://www.youtube.com/watch?v=rIVkvrEiVm0
How big is the ocean? - Scott Gass,,,,11 years ago,https://www.youtube.com/watch?v=QUW_Zv_jJb8
Medicine's future? There's an app for that - Daniel Kraft,,,,11 years ago,https://www.youtube.com/watch?v=sNda62ZLN9o
Behind the Great Firewall of China - Michael Anti,,,,11 years ago,https://www.youtube.com/watch?v=5t05I2DupoM
Building unimaginable shapes - Michael Hansmeyer,,,,11 years ago,https://www.youtube.com/watch?v=pACNKOLZizE
Imaging at a trillion frames per second - Ramesh Raskar,,,,11 years ago,https://www.youtube.com/watch?v=q_X4Slk3im0
Your phone company is watching - Malte Spitz,,,,11 years ago,https://www.youtube.com/watch?v=cio4mrloqug
A Navy Admiral's thoughts on global security - James Stavridis,,,,11 years ago,https://www.youtube.com/watch?v=2TnoQBitbNg
I listen to color - Neil Harbisson,,,,11 years ago,https://www.youtube.com/watch?v=V5APNzLl2zU
Mysteries of vernacular: Gorgeous - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=LhMGK4dsgYw
Building a culture of success - Mark Wilson,,,,11 years ago,https://www.youtube.com/watch?v=n_8Bjz-OCD8
Overcoming the scientific divide - Aaron Reedy,,,,11 years ago,https://www.youtube.com/watch?v=NgasyGDQDeM
The magic of QR codes in the classroom - Karen Mensing,,,,11 years ago,https://www.youtube.com/watch?v=NRgWRXFXLQs
Using unanswered questions to teach - John Gensic,,,,11 years ago,https://www.youtube.com/watch?v=De5BNXTJtJQ
Fighting with non-violence - Scilla Elworthy,,,,11 years ago,https://www.youtube.com/watch?v=jslAeNZFjvA
Want to help someone? Shut up and listen! - Ernesto Sirolli,,,,11 years ago,https://www.youtube.com/watch?v=TbCxFrV3uiE
Why global jihad is losing - Bobby Ghosh,,,,11 years ago,https://www.youtube.com/watch?v=OMygIvEMohg
"Neuroscience, game theory, monkeys - Colin Camerer",,,,11 years ago,https://www.youtube.com/watch?v=IPobRaUie18
The greatest machine that never was - John Graham-Cumming,,,,11 years ago,https://www.youtube.com/watch?v=FlfChYGv3Z4
"Equality, sports, and Title IX - Erin Buzuvis and Kristine Newhall",,,,11 years ago,https://www.youtube.com/watch?v=KymR6N1HT88
The game-changing amniotic egg - April Tucker,,,,11 years ago,https://www.youtube.com/watch?v=Qq0kMEWzdHg
Dissecting Botticelli's Adoration of the Magi - James Earle,,,,11 years ago,https://www.youtube.com/watch?v=r8ffs_MeY5M
The happy secret to better work - Shawn Achor,,,,11 years ago,https://www.youtube.com/watch?v=LqeAiz691-s
The rise of human-computer cooperation - Shyam Sankar,,,,11 years ago,https://www.youtube.com/watch?v=ltCVp1ic-L8
What we're learning from online education - Daphne Koller,,,,11 years ago,https://www.youtube.com/watch?v=2QLUtt86m0c
Dare to disagree - Margaret Heffernan,,,,11 years ago,https://www.youtube.com/watch?v=bNBhOtu0D50
A test for Parkinson's with a phone call - Max Little,,,,11 years ago,https://www.youtube.com/watch?v=ey9-ajrqTco
The art of creating awe - Rob Legato,,,,11 years ago,https://www.youtube.com/watch?v=x_LKIFHy0Bs
Before I die I want to... - Candy Chang,,,,11 years ago,https://www.youtube.com/watch?v=_wlVNYA46v8
The punishable perils of plagiarism - Melissa Huseman D'Annunzio,,,,11 years ago,https://www.youtube.com/watch?v=SrjoaaIxaJI
Mysteries of vernacular: Window - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=k490Y72c1ig
Why Libya's revolution didn't work -- and what might - Zahra' Langhi,,,,11 years ago,https://www.youtube.com/watch?v=ZyQv5SL11V0
"Be an artist, right now! - Young-ha Kim",,,,11 years ago,https://www.youtube.com/watch?v=DAMVhaWwrp0
"Parkinson's, depression and the switch that might turn them off - Andres Lozano",,,,11 years ago,https://www.youtube.com/watch?v=9wiHfHOPbyE
The security mirage - Bruce Schneier,,,,11 years ago,https://www.youtube.com/watch?v=NB6rMkiNKtM
All your devices can be hacked - Avi Rubin,,,,11 years ago,https://www.youtube.com/watch?v=BHHCvcCUOWU
The contributions of female explorers - Courtney Stephens,,,,11 years ago,https://www.youtube.com/watch?v=60GAfOakQHA
How do we experience time? - Matt Danzico,,,,11 years ago,https://www.youtube.com/watch?v=wwvkdqDoqdM
What color is Tuesday? Exploring synesthesia - Richard E. Cytowic,,,,11 years ago,https://www.youtube.com/watch?v=rkRbebvoYqI
Let's talk about dying - Peter Saul,,,,11 years ago,https://www.youtube.com/watch?v=lkvKGafoyIY
Your body language shapes who you are - Amy Cuddy,,,,11 years ago,https://www.youtube.com/watch?v=RWZluriQUzE
Energy from floating algae pods - Jonathan Trent,,,,11 years ago,https://www.youtube.com/watch?v=j6icJor2GfI
Mental health for all by involving all - Vikram Patel,,,,11 years ago,https://www.youtube.com/watch?v=_yPpnl1V8NM
The promise of research with stem cells - Susan Solomon,,,,11 years ago,https://www.youtube.com/watch?v=szTK7EJvDgk
A choreographer's creative process in real time - Wayne McGregor,,,,11 years ago,https://www.youtube.com/watch?v=2ItUs5ZRHLg
Demand a more open-source government - Beth Noveck,,,,11 years ago,https://www.youtube.com/watch?v=LU35Et4e-Yo
Mysteries of vernacular: Dynamite - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=Srq2yAABc1Q
Mysteries of vernacular: Venom - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=SsHnfVmb9OE
The post-crisis consumer - John Gerzema,,,,11 years ago,https://www.youtube.com/watch?v=y6Sy6P5YSVo
Let's put birth control back on the agenda - Melinda Gates,,,,11 years ago,https://www.youtube.com/watch?v=PNKbbSniAig
Ethical riddles in HIV research - Boghuma Kabisen Titanji,,,,11 years ago,https://www.youtube.com/watch?v=7bcNEUjMjMI
Why democracy matters - Rory Stewart,,,,11 years ago,https://www.youtube.com/watch?v=zeCBRMfYvl4
The secret of the bat genome - Emma Teeling,,,,11 years ago,https://www.youtube.com/watch?v=D5yCT5DMXO0
The emergence of drama as a literary art - Mindy Ploeckelmann,,,,11 years ago,https://www.youtube.com/watch?v=Yzcxd8tsJ3Q
Tracking grizzly bears from space - David Laskin,,,,11 years ago,https://www.youtube.com/watch?v=mW1xBc1dwqI
How do you decide where to go in a zombie apocalypse? - David Hunter,,,,11 years ago,https://www.youtube.com/watch?v=vdtQgwOOiBg
"Cheese, dogs and a pill to kill mosquitoes and end malaria - Bart Knols",,,,11 years ago,https://www.youtube.com/watch?v=iVcJmZcxlIY
A new way to diagnose autism - Ami Klin,,,,11 years ago,https://www.youtube.com/watch?v=b-J8d1zfRIM
The mysterious workings of the adolescent brain - Sarah-Jayne Blakemore,,,,11 years ago,https://www.youtube.com/watch?v=6oKsikHollM
Why architects need to use their ears - Julian Treasure,,,,11 years ago,https://www.youtube.com/watch?v=xfzUTbhwTJ4
"What is the Internet, really? - Andrew Blum",,,,11 years ago,https://www.youtube.com/watch?v=gCtlzT0HsZM
A story about knots and surgeons - Ed Gavagan,,,,11 years ago,https://www.youtube.com/watch?v=xFDJuAQ1lec
"What we're learning from 5,000 brains - Read Montague",,,,11 years ago,https://www.youtube.com/watch?v=fWxce7Jjxsk
What doctors don't know about the drugs they prescribe - Ben Goldacre,,,,11 years ago,https://www.youtube.com/watch?v=5vTSSxcNK4s
Mining literature for deeper meanings - Amy E. Harter,,,,11 years ago,https://www.youtube.com/watch?v=eREopphW5Bw
Gyotaku: The ancient Japanese art of printing fish - K. Erica Dodge,,,,11 years ago,https://www.youtube.com/watch?v=k_mG-Ka4mv8
Making sense of maps - Aris Venetikidis,,,,11 years ago,https://www.youtube.com/watch?v=gIPiU7DUlY4
What on Earth is spin? - Brian Jones,,,,11 years ago,https://www.youtube.com/watch?v=H4JUTnkiGpI
A broken body isn't a broken person - Janine Shepherd,,,,11 years ago,https://www.youtube.com/watch?v=XVJuf7FXovw
Put those smartphones away: Great tips for making your job interview count - Anna Post,,,,11 years ago,https://www.youtube.com/watch?v=NKBlWanXzGE
Is space trying to kill us? - Ron Shaneyfelt,,,,11 years ago,https://www.youtube.com/watch?v=iX2w3q_O25c
Making a TED-Ed Lesson: Animation,,,,11 years ago,https://www.youtube.com/watch?v=OB6WYW6kp2s
Making a TED-Ed Lesson: Creative process,,,,11 years ago,https://www.youtube.com/watch?v=M21jHWxdI2w
Making a TED-Ed Lesson: Concept and design,,,,11 years ago,https://www.youtube.com/watch?v=j8xJs2Yjf8I
"Looks aren't everything. Believe me, I'm a model - Cameron Russell",,,,11 years ago,https://www.youtube.com/watch?v=ks1FEtWlzTU
"Actually, the world isn't flat - Pankaj Ghemawat",,,,11 years ago,https://www.youtube.com/watch?v=pfPSrdISUwk
Let's prepare for our new climate - Vicki Arroyo,,,,11 years ago,https://www.youtube.com/watch?v=ImmFkjFm-k0
What's so funny about mental illness? - Ruby Wax,,,,11 years ago,https://www.youtube.com/watch?v=Da8AR47BNdE
"Science is for everyone, kids included - Beau Lotto and Amy O'Toole",,,,11 years ago,https://www.youtube.com/watch?v=DGNSkAhkPys
Let's pool our medical data - John Wilbanks,,,,11 years ago,https://www.youtube.com/watch?v=pNtw-m1fVug
The secret lives of paintings - Maurizio Seracini,,,,11 years ago,https://www.youtube.com/watch?v=jT6BqMWPOqE
Mysteries of vernacular: Inaugurate - Jessica Oreck,,,,11 years ago,https://www.youtube.com/watch?v=AmOTf0eYcgo
Reasons for the seasons - Rebecca Kaplan,,,,11 years ago,https://www.youtube.com/watch?v=DD_8Jm5pTLk
How movies teach manhood - Colin Stokes,,,,11 years ago,https://www.youtube.com/watch?v=3ywYXbGKstQ
What is fat? - George Zaidan,,,,11 years ago,https://www.youtube.com/watch?v=QhUrc4BnPgg
Why do fingers become pruney? - Mark Changizi,,,,11 years ago,https://www.youtube.com/watch?v=k7ve_ibAY1s
Why domestic violence victims don't leave - Leslie Morgan Steiner,,,,11 years ago,https://www.youtube.com/watch?v=UmXdk1el8Hs
What's an algorithm? - David J. Malan,,,,11 years ago,https://www.youtube.com/watch?v=6hfOvs8pY1k
A universal translator for surgeons - Steven Schwaitzberg,,,,11 years ago,https://www.youtube.com/watch?v=AZOBCQ_7JEM
A cinematic journey through visual effects - Don Levy,,,,11 years ago,https://www.youtube.com/watch?v=XO_F2yQJKmI
How open data is changing international aid - Sanjay Pradhan,,,,11 years ago,https://www.youtube.com/watch?v=3siMH0nimIs
The arts festival revolution - David Binder,,,,11 years ago,https://www.youtube.com/watch?v=dcGkiiSe-J0
Could tissue engineering mean personalized medicine? - Nina Tandon,,,,11 years ago,https://www.youtube.com/watch?v=_7TKiFRkKGY
"Excuse me, may I rent your car? - Robin Chase",,,,11 years ago,https://www.youtube.com/watch?v=PVP3VaC4NrI
What fear can teach us - Karen Thompson Walker,,,,11 years ago,https://www.youtube.com/watch?v=wgB-mvzXGuA
Pros and cons of public opinion polls - Jason Robert Jaffe,,,,11 years ago,https://www.youtube.com/watch?v=ubR8rEgSZSU
"Ladies and gentlemen, the Hobart Shakespeareans",,,,11 years ago,https://www.youtube.com/watch?v=cYnkRvYGnEk
Animation basics: Homemade special effects - TED-Ed,,,,11 years ago,https://www.youtube.com/watch?v=dq-3JfRrgRM
Who controls the world? - James B. Glattfelder,,,,11 years ago,https://www.youtube.com/watch?v=cWVk8Cdvmgs
The brilliance of bioluminescence - Leslie Kenna,,,,11 years ago,https://www.youtube.com/watch?v=oKjFVBVGad0
Four sisters in Ancient Rome - Ray Laurence,,,,11 years ago,https://www.youtube.com/watch?v=RQMgLxVxsrw
Meet Shahruz Ghaemi,,,,11 years ago,https://www.youtube.com/watch?v=QwFH7TGdwgA
A girl who demanded school - Kakenya Ntaiya,,,,11 years ago,https://www.youtube.com/watch?v=7FXSPlB1Ohc
Biofuels and bioprospecting for beginners - Craig A. Kohn,,,,11 years ago,https://www.youtube.com/watch?v=b_lT6mJM_fA
Your brain is more than a bag of chemicals - David Anderson,,,,11 years ago,https://www.youtube.com/watch?v=GTesuokLc4w
Weaving narratives in museum galleries - Thomas P. Campbell,,,,11 years ago,https://www.youtube.com/watch?v=5QXeIqvQNHo
Print your own medicine - Lee Cronin,,,,11 years ago,https://www.youtube.com/watch?v=SOplWvrjnS4
Averting the climate crisis - Al Gore,,,,11 years ago,https://www.youtube.com/watch?v=r593zLtZxAU
Embrace the remix - Kirby Ferguson,,,,11 years ago,https://www.youtube.com/watch?v=Ltbi0uHZpOs
Can democracy exist without trust? - Ivan Krastev,,,,11 years ago,https://www.youtube.com/watch?v=RRzK9u75XUg
Mysteries of vernacular: Earwig - Jessica Oreck and Rachael Teel,,,,11 years ago,https://www.youtube.com/watch?v=k-fopkhoHMI
How giant sea creatures eat tiny sea creatures - Kelly Benoit-Bird,,,,11 years ago,https://www.youtube.com/watch?v=UC7EqN42woQ
How a fly flies - Michael Dickinson,,,,11 years ago,https://www.youtube.com/watch?v=9OgidK7dRW0
Meet Shayna Cody,,,,11 years ago,https://www.youtube.com/watch?v=o2HcKp1WN3c
Meet Melissa Perez,,,,11 years ago,https://www.youtube.com/watch?v=19HB_AdAnCY
Meet Julia Delmedico,,,,11 years ago,https://www.youtube.com/watch?v=br1TOrdoli4
Strange answers to the psychopath test - Jon Ronson,,,,11 years ago,https://www.youtube.com/watch?v=TLPQ765VS6E
Archeology from space - Sarah Parcak,,,,11 years ago,https://www.youtube.com/watch?v=f1BxHghoQnk
Why is 'x' the unknown? - Terry Moore,,,,11 years ago,https://www.youtube.com/watch?v=yo7frsh6wtI
The journey across the high wire - Philippe Petit,,,,11 years ago,https://www.youtube.com/watch?v=eJrzj06FIYg
What's left to explore? - Nathan Wolfe,,,,11 years ago,https://www.youtube.com/watch?v=BGfeBewgdQE
Historical role models - Amy Bissetta,,,,11 years ago,https://www.youtube.com/watch?v=CsOwVZrWRYc
The single biggest health threat women face - Noel Bairey Merz,,,,11 years ago,https://www.youtube.com/watch?v=Xl479V5I0bU
The mathematics of history - Jean-Baptiste Michel,,,,11 years ago,https://www.youtube.com/watch?v=Jrjxu-eLYAo
What happened to antimatter? - Rolf Landua,,,,11 years ago,https://www.youtube.com/watch?v=CtR5EkvLNfg
The basics of the Higgs boson - Dave Barney and Steve Goldfarb,,,,11 years ago,https://www.youtube.com/watch?v=IElHgJG5Fe4
Big Data - Tim Smith,,,,11 years ago,https://www.youtube.com/watch?v=j-0cUmUyb-Y
Dark matter: The matter we can't see - James Gillies,,,,11 years ago,https://www.youtube.com/watch?v=HneiEA1B8ks
How did feathers evolve? - Carl Zimmer,,,,11 years ago,https://www.youtube.com/watch?v=hPLgfGX1I5Y
Sometimes it's good to give up the driver's seat - Baba Shiv,,,,11 years ago,https://www.youtube.com/watch?v=QpHTd4WX0vI
Mysteries of vernacular: Tuxedo - Jessica Oreck,,,,11 years ago,https://www.youtube.com/watch?v=Rk9MIXSK1tM
How do you know whom to trust? - Ram Neta,,,,11 years ago,https://www.youtube.com/watch?v=aTfat5TZyI8
The dance of the dung beetle - Marcus Byrne,,,,11 years ago,https://www.youtube.com/watch?v=qPjI6YFFgA4
A host of heroes - April Gudenrath,,,,11 years ago,https://www.youtube.com/watch?v=_p9Q8Dj3X2c
"Pool medical patents, save lives - Ellen 't Hoen",,,,11 years ago,https://www.youtube.com/watch?v=hGbJclE-Tw4
A 40-year plan for energy - Amory Lovins,,,,11 years ago,https://www.youtube.com/watch?v=PQqv8cWWV2U
The optimism bias - Tali Sharot,,,,11 years ago,https://www.youtube.com/watch?v=vQ6JJjyYHbk
"404, the story of a page not found - Renny Gleeson",,,,11 years ago,https://www.youtube.com/watch?v=OwvPaMolTFU
Feats of memory anyone can do - Joshua Foer,,,,11 years ago,https://www.youtube.com/watch?v=LQMnMKREriM
Music and emotion through time - Michael Tilson Thomas,,,,11 years ago,https://www.youtube.com/watch?v=P1Ut5iiKgYY
Tracking the trackers - Gary Kovacs,,,,11 years ago,https://www.youtube.com/watch?v=me6NciKf3Bk
Pavlovian reactions aren't just for dogs - Benjamin N. Witts,,,,11 years ago,https://www.youtube.com/watch?v=dgCvNSQ82Iw
The search for other Earth-like planets - Olivier Guyon,,,,11 years ago,https://www.youtube.com/watch?v=JTNY92xeFS0
Let's teach kids to code - Mitch Resnick,,,,11 years ago,https://www.youtube.com/watch?v=3dciD9FO9mc
How much does a video weigh? - Michael Stevens of Vsauce,,,,11 years ago,https://www.youtube.com/watch?v=yzQDFKY2uEI
Exciting news from TED-Ed...,,,,11 years ago,https://www.youtube.com/watch?v=nPi7khlLywA
Making sense of how life fits together - Bobbi Seleski,,,,11 years ago,https://www.youtube.com/watch?v=IYSlId-Ri7Q
Hey science teachers -- make it fun - Tyler DeWitt,,,,11 years ago,https://www.youtube.com/watch?v=9r3yGCq4InA
String theory and the hidden structures of the universe - Clifford Johnson,,,,11 years ago,https://www.youtube.com/watch?v=nqRTv4WdL2s
Dare to educate Afghan girls - Shabana Basij-Rasikh,,,,11 years ago,https://www.youtube.com/watch?v=5l3U1xqyLLM
From mach-20 glider to humming bird drone - Regina Dugan,,,,11 years ago,https://www.youtube.com/watch?v=5_a6KP2JgOI
A giant bubble for debate - Liz Diller,,,,11 years ago,https://www.youtube.com/watch?v=yxi-yA_loYo
Is our universe the only universe? - Brian Greene,,,,11 years ago,https://www.youtube.com/watch?v=Vx2RcUQNh6Q
How do we heal medicine? - Atul Gawande,,,,11 years ago,https://www.youtube.com/watch?v=K14NT_74Zf0
