video_title,views,likes,comments,release_date_time,link
The Egyptian myth of the death of Osiris - Alex Gendler,3.8M,"64,177",,4 years ago,https://www.youtube.com/watch?v=O5dXz1Tq_Yg
The race to decode a mysterious language - Susan Lupack,812K,"30,862",,4 years ago,https://www.youtube.com/watch?v=iePEw_cHp8s
Volcanic eruption explained - Steven Anderson,2M,"24,124",,4 years ago,https://www.youtube.com/watch?v=LQwZwKS9RPs
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,686K,"20,425",,4 years ago,https://www.youtube.com/watch?v=y4BDnlUQ3CA
The tale of the boy who tricked the Devil - Iseult Gillespie,5.4M,"146,698",,4 years ago,https://www.youtube.com/watch?v=4nZ9gNGZwO0
The greatest mathematician that never lived - Pratik Aghor,2.6M,"90,962",,4 years ago,https://www.youtube.com/watch?v=0O_boW9YA7I
The last chief of the Comanches and the fall of an empire - Dustin Tahmahkera,315K,"10,872",504,4 years ago,https://www.youtube.com/watch?v=e0uyu9vdd2g
Can you solve the Ragnarok riddle? - Dan Finkel,5M,"126,673",,4 years ago,https://www.youtube.com/watch?v=VrqBX-Tck2A
What do all languages have in common? - Cameron Morin,798K,"29,129",,4 years ago,https://www.youtube.com/watch?v=RQW3zC5QaY4
First person vs. Second person vs. Third person - Rebekah Bergman,1M,"27,932",,4 years ago,https://www.youtube.com/watch?v=B5vEfuLS2Qc
"The Factory | Think Like A Coder, Ep 9",376K,"11,028","1,201",4 years ago,https://www.youtube.com/watch?v=5y0pcLkD7-I
A day in the life of a teenage samurai - Constantine N. Vaporis,1.4M,"42,632",,4 years ago,https://www.youtube.com/watch?v=wy0mU-SbOrw
What yoga does to your body and brain - Krishna Sudhir,3.3M,"87,625",,4 years ago,https://www.youtube.com/watch?v=_8kV4FHSdNA
Can steroids save your life? - Anees Bahji,359K,"9,624",,4 years ago,https://www.youtube.com/watch?v=sshUgVo8r3U
How fast can a vaccine be made? - Dan Kwartler,1M,"34,205",,4 years ago,https://www.youtube.com/watch?v=74WQgNa3OsQ
Which voting system is the best? - Alex Gendler,1.1M,"31,353",,4 years ago,https://www.youtube.com/watch?v=PaxVCsnox_4
What can DNA tests really tell us about our ancestry? - Prosanta Chakrabarty,1.1M,"29,444","1,081",4 years ago,https://www.youtube.com/watch?v=YiydsMxOdM8
How to see more and care less: The art of Georgia O'Keeffe - Iseult Gillespie,444K,"15,902",330,4 years ago,https://www.youtube.com/watch?v=4KQeu_mTYTQ
“What happened when we all stopped” narrated by Jane Goodall,1.3M,"29,391",,4 years ago,https://www.youtube.com/watch?v=gX0HOy8Pi54
A day in the life of a Peruvian shaman - Gabriel Prieto,826K,"26,230",,4 years ago,https://www.youtube.com/watch?v=TFlIatziRB8
When is a pandemic over?,4.9M,"163,393",,4 years ago,https://www.youtube.com/watch?v=Qi0edf_nJDo
Why the @#$% is there so much traffic? - Benjamin Seibold,552K,"22,824",,4 years ago,https://www.youtube.com/watch?v=TNokBgtSUvQ
Why should you read “Moby Dick”? - Sascha Morrell,844K,"26,492",,4 years ago,https://www.youtube.com/watch?v=mmoFxVqZ9z4
How do ventilators work? - Alex Gendler,2.5M,"56,577",,4 years ago,https://www.youtube.com/watch?v=yDtKBXOEsoM
Can you solve the world’s most evil wizard riddle? - Dan Finkel,2.4M,"44,265","3,223",4 years ago,https://www.youtube.com/watch?v=OmUjIHOPnOw
How do you know if you have a virus? - Cella Wright,522K,"18,350",517,4 years ago,https://www.youtube.com/watch?v=jEs9PzHc9ho
What is a coronavirus? - Elizabeth Cox,1.9M,"34,202",,4 years ago,https://www.youtube.com/watch?v=D9tTi-CDjDU
A day in the life of an Aztec midwife - Kay Read,1.3M,"38,074",,4 years ago,https://www.youtube.com/watch?v=JZj7acYZ19w
TED invites the class of 2020 to give a TED Talk,108K,"5,758",,4 years ago,https://www.youtube.com/watch?v=HhZiI3PhXwg
"What causes opioid addiction, and why is it so tough to combat? - Mike Davis",2.8M,"67,646",,4 years ago,https://www.youtube.com/watch?v=V0CdS128-q4
Which is better: Soap or hand sanitizer? - Alex Rosenthal and Pall Thordarson,5.2M,"73,529",,4 years ago,https://www.youtube.com/watch?v=x7KKkElpyKQ
What really happened during the Salem Witch Trials - Brian A. Pavlac,6.5M,"199,348","7,906",4 years ago,https://www.youtube.com/watch?v=NVd8kuufBhM
This sea creature breathes through its butt - Cella Wright,424K,"15,776",,4 years ago,https://www.youtube.com/watch?v=tQxep9S4dIg
The electrifying speeches of Sojourner Truth - Daina Ramey Berry,492K,"13,935",265,4 years ago,https://www.youtube.com/watch?v=0sn8CUyvG2k
The dark history of IQ tests - Stefan C. Dombrowski,2.2M,"69,589",,4 years ago,https://www.youtube.com/watch?v=W2bKaw2AJxs
What happens if you cut down all of a city's trees? - Stefan Al,2.3M,"69,245",,4 years ago,https://www.youtube.com/watch?v=zarll9bx6FI
The wildly complex anatomy of a sneaker - Angel Chang,460K,"15,641",,4 years ago,https://www.youtube.com/watch?v=A_YMOhpyErI
Introducing Earth School,331K,"7,396",,4 years ago,https://www.youtube.com/watch?v=NogD8Z57gFA
What’s the point(e) of ballet? - Ming Luke,332K,"13,532",484,4 years ago,https://www.youtube.com/watch?v=BRdFt3brZNw
"The Gauntlet | Think Like A Coder, Ep 8",396K,"7,491",,4 years ago,https://www.youtube.com/watch?v=8dEdCea-UVU
The bug that poops candy - George Zaidan,4.1M,"95,085",,4 years ago,https://www.youtube.com/watch?v=LVdynVuJsBo
The hidden life of Rosa Parks -  Riché D. Richardson,549K,"18,431",,4 years ago,https://www.youtube.com/watch?v=tLfbmepDd4c
How does alcohol make you drunk? - Judy Grisel,8.5M,"173,894",,4 years ago,https://www.youtube.com/watch?v=gCrmFbgT37I
How the Monkey King escaped the underworld - Shunan Teng,1.7M,"43,994",,4 years ago,https://www.youtube.com/watch?v=Xs-9vfWDJfU
The art forger who tricked the Nazis - Noah Charney,1.7M,"50,804",,4 years ago,https://www.youtube.com/watch?v=Y5JdbuBe6SY
Can you solve the sea monster riddle? - Dan Finkel,2.6M,"50,701",,4 years ago,https://www.youtube.com/watch?v=YytHuow4VnU
History vs. Sigmund Freud - Todd Dufresne,2.1M,"69,042","2,395",4 years ago,https://www.youtube.com/watch?v=mKG-PEVYOR8
How the world's longest underwater tunnel was built - Alex Gendler,3.6M,"79,307",,4 years ago,https://www.youtube.com/watch?v=qNS2jj2w-GI
What is schizophrenia? - Anees Bahji,10M,"294,387",,4 years ago,https://www.youtube.com/watch?v=K2sc_ck5BZU
Why isn’t the Netherlands underwater? - Stefan Al,3.4M,"97,794",,4 years ago,https://www.youtube.com/watch?v=25LW_PG2ZuI
Who was the world's first author? - Soraya Field Fiorio,699K,"28,521",843,4 years ago,https://www.youtube.com/watch?v=XhNw1BhV6sw
The imaginary king who changed the real world - Matteo Salvadore,1.3M,"35,453",,4 years ago,https://www.youtube.com/watch?v=aJKqtoAcutA
How one scientist took on the chemical industry - Mark Lytle,424K,"13,371",,4 years ago,https://www.youtube.com/watch?v=ezVEzCmiXM4
How can we solve the antibiotic resistance crisis? - Gerry Wright,1.1M,"30,199",,4 years ago,https://www.youtube.com/watch?v=ZvhFeGEDFC8
The tale of the doctor who defied Death - Iseult Gillespie,7.1M,"233,163",,4 years ago,https://www.youtube.com/watch?v=yJ9UtAmjs7Y
The meaning of life according to Simone de Beauvoir - Iseult Gillespie,1.6M,"67,705",,4 years ago,https://www.youtube.com/watch?v=Ws2Y2cWme8c
"What’s a squillo, and why do opera singers need it? - Ming Luke",477K,"18,490",,4 years ago,https://www.youtube.com/watch?v=PKengo7y28U
NASA’s first software engineer: Margaret Hamilton - Matt Porter & Margaret Hamilton,381K,"15,272",,4 years ago,https://www.youtube.com/watch?v=kYCZPXSVvOQ
Can you solve the death race riddle? - Alex Gendler,1.8M,"32,546","1,580",4 years ago,https://www.youtube.com/watch?v=Lvr5JqLVe34
The Egyptian myth of Isis and the seven scorpions - Alex Gendler,2.4M,"55,884",,4 years ago,https://www.youtube.com/watch?v=JycXLG6GeYk
"The Tower of Epiphany | Think Like A Coder, Ep 7",421K,"8,624",,4 years ago,https://www.youtube.com/watch?v=Xq-szohkAqU
How good are you at calculating risk? - Gerd Gigerenzer,643K,"19,423",532,4 years ago,https://www.youtube.com/watch?v=p7EsMIxcN5s
"Vultures: The acid-puking, plague-busting heroes of the ecosystem - Kenny Coogan",1.4M,"45,281",,4 years ago,https://www.youtube.com/watch?v=1WIUuGCIfcc
The secret messages of Viking runestones - Jesse Byock,713K,"19,270",,4 years ago,https://www.youtube.com/watch?v=wOcVy5dvwjs
What happens if you're injected with the wrong blood type? - Bill Schutt,668K,"18,390",,4 years ago,https://www.youtube.com/watch?v=qcZKbjYyOfE
"The legend of Annapurna, Hindu goddess of nourishment - Antara Raychaudhuri & Iseult Gillespie",3.7M,"134,224",,4 years ago,https://www.youtube.com/watch?v=ztoUaJFEi8M
One of the most epic engineering feats in history - Alex Gendler,1.3M,"26,534",472,4 years ago,https://www.youtube.com/watch?v=dyckL6HuLRU
The accident that changed the world - Allison Ramsey and Mary Staicu,1.2M,"25,568",,4 years ago,https://www.youtube.com/watch?v=CNbnLgetqHs
Everything changed when the fire crystal got stolen - Alex Gendler,2.3M,"40,069","2,802",4 years ago,https://www.youtube.com/watch?v=OGHB8zUtfp4
Do politics make us irrational? - Jay Van Bavel,512K,"20,655",,4 years ago,https://www.youtube.com/watch?v=8yOoOL9PC-o
"The life, legacy & assassination of an African revolutionary - Lisa Janae Bacon",458K,"13,759",,4 years ago,https://www.youtube.com/watch?v=H_iF-E5UEOg
"The Chasm | Think Like A Coder, Ep 6",439K,"7,332",,4 years ago,https://www.youtube.com/watch?v=bbM-zSkjvHo
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,3.1M,"50,862",,4 years ago,https://www.youtube.com/watch?v=q93IfqUbEf4
How bones make blood - Melody Smith,825K,"23,014",,4 years ago,https://www.youtube.com/watch?v=1Qfmkd6C8u8
Why is cotton in everything? - Michael R. Stiff,2.2M,"49,370","1,153",4 years ago,https://www.youtube.com/watch?v=tKLJ6KQAcjI
What's so special about Viking ships? - Jan Bill,1M,"21,082",,4 years ago,https://www.youtube.com/watch?v=kge0c2mNmRQ
"Mating frenzies, sperm hoards, and brood raids: The life of a fire ant queen - Walter R. Tschinkel",5.1M,"75,928",,4 years ago,https://www.youtube.com/watch?v=RNdouBNrnM0
The ballet that incited a riot - Iseult Gillespie,489K,"17,210",,4 years ago,https://www.youtube.com/watch?v=8FXA_8LR2IM
"The Artists | Think Like A Coder, Ep 5",428K,"7,730",,4 years ago,https://www.youtube.com/watch?v=7mOev8v3D1U
Can you solve the dragon jousting riddle? - Alex Gendler,2.6M,"42,601",,4 years ago,https://www.youtube.com/watch?v=KSkw7hKN_Xg
The mysterious life and death of Rasputin - Eden Girma,3.8M,"97,830",,4 years ago,https://www.youtube.com/watch?v=4dEf1ep3O9I
Could a breathalyzer detect cancer? - Julian Burschka,170K,"5,175",,4 years ago,https://www.youtube.com/watch?v=ZNFscrBEhR0
Master the art of public speaking with TED Masterclass,1.2M,"24,044",,4 years ago,https://www.youtube.com/watch?v=b7id4rzgKIM
A brief history of alcohol - Rod Phillips,6.3M,"127,550",,4 years ago,https://www.youtube.com/watch?v=y5XEwTDlriE
The philosophy of cynicism - William D. Desmond,3.4M,"124,209",,4 years ago,https://www.youtube.com/watch?v=Utzym1I_BiY
Why should you read “Dune” by Frank Herbert? - Dan Kwartler,6.6M,"223,605","5,386",4 years ago,https://www.youtube.com/watch?v=yhYU4ZbLmmk
Why should you read “The Joy Luck Club” by Amy Tan? - Sheila Marie Orfano,317K,"8,248",,4 years ago,https://www.youtube.com/watch?v=DFgpr5LlDVA
Why should you read “Lord of the Flies” by William Golding? - Jill Dash,3.4M,"97,312",,4 years ago,https://www.youtube.com/watch?v=NnnZ6y1HPqI
Hacking bacteria to fight cancer - Tal Danino,390K,"14,282",,4 years ago,https://www.youtube.com/watch?v=_3guktHJNPM
"The Train Heist | Think Like A Coder, Ep 4",524K,"9,711",591,4 years ago,https://www.youtube.com/watch?v=_kR93WRw31Y
How does chemotherapy work? - Hyunsoo Joshua No,5.2M,"119,165",,4 years ago,https://www.youtube.com/watch?v=RgWQCGX3MOk
Why doesn’t the Leaning Tower of Pisa fall over? - Alex Gendler,5.1M,"95,643",,4 years ago,https://www.youtube.com/watch?v=HFqf6aKdOC0
Is marijuana bad for your brain? - Anees Bahji,9.5M,"244,755",,4 years ago,https://www.youtube.com/watch?v=Nlcr1jd_Tok
The history of the world according to corn - Chris A. Kniesly,2.4M,"41,074",,4 years ago,https://www.youtube.com/watch?v=i6teBcfKpik
Can you outsmart this logical fallacy? - Alex Gendler,1.9M,"62,424",,4 years ago,https://www.youtube.com/watch?v=Ghbkv0MKV-w
"History's ""worst"" nun - Theresa A. Yugar",9.1M,"351,633",,4 years ago,https://www.youtube.com/watch?v=9wSOt3z_-YY
How does laser eye surgery work? - Dan Reinstein,6.5M,"135,116","4,057",4 years ago,https://www.youtube.com/watch?v=XPDVmBg5DeE
"The Furnace Bots | Think Like A Coder, Ep 3",582K,"11,603",,4 years ago,https://www.youtube.com/watch?v=wQPArC8NN5o
The myth of Loki and the master builder - Alex Gendler,2.4M,"42,841",,4 years ago,https://www.youtube.com/watch?v=MTz2f9yjmK8
The dangers of mixing drugs - Céline Valéry,2.9M,"69,668",,4 years ago,https://www.youtube.com/watch?v=aDsW8tx1KsY
Why do humans have a third eyelid? - Dorsa Amir,1.8M,"51,970",,4 years ago,https://www.youtube.com/watch?v=d37SBsPB7sk
Why haven’t we cured arthritis? - Kaitlyn Sadtler and Heather J. Faust,498K,"13,179",,4 years ago,https://www.youtube.com/watch?v=FWsBm3hr3B0
Game theory challenge: Can you predict human behavior? - Lucas Husted,1.5M,"39,760",,4 years ago,https://www.youtube.com/watch?v=MknV3t5QbUc
The Taino myth of the cursed creator - Bill Keegan,1.4M,"31,368",,4 years ago,https://www.youtube.com/watch?v=arlTwhiMxVM
Are the illuminati real? - Chip Berlet,4.8M,"108,428",,4 years ago,https://www.youtube.com/watch?v=d-50h9nDugk
Claws vs. nails - Matthew Borths,2.4M,"37,649",805,4 years ago,https://www.youtube.com/watch?v=7w2gCBL1MCg
How close are we to uploading our minds? - Michael S.A. Graziano,531K,"17,004","1,530",4 years ago,https://www.youtube.com/watch?v=2DWnvx1NYUA
Let’s plant 20 million trees together! #TeamTrees,354K,"25,824",,4 years ago,https://www.youtube.com/watch?v=TRIBbTo5Svc
"The Greek myth of Talos, the first robot - Adrienne Mayor",3M,"64,325",,4 years ago,https://www.youtube.com/watch?v=vVTA-E3G8bQ
Hawking's black hole paradox explained - Fabio Pacucci,3.7M,"88,160",,4 years ago,https://www.youtube.com/watch?v=r5Pcqkhmp_0
The Maya myth of the morning star,1.4M,"25,715",,4 years ago,https://www.youtube.com/watch?v=Z2vzrQWny_c
How to 3D print human tissue - Taneka Jones,700K,"21,872",,4 years ago,https://www.youtube.com/watch?v=uHbn7wLN_3k
What causes an economic recession? - Richard Coffin,2M,"45,491","1,960",4 years ago,https://www.youtube.com/watch?v=SwaCg7Gwtzw
"The Resistance | Think Like A Coder, Ep 2",756K,"17,789",,4 years ago,https://www.youtube.com/watch?v=axBuiB55CfA
Why should you read Dante’s “Divine Comedy”? - Sheila Marie Orfano,1.7M,"55,782","1,595",4 years ago,https://www.youtube.com/watch?v=YbCEWSip9pQ
Are we living in a simulation? - Zohreh Davoudi,1.3M,"37,143",,4 years ago,https://www.youtube.com/watch?v=yGfTDcHJHSI
The first and last king of Haiti - Marlene Daut,585K,"15,522",,4 years ago,https://www.youtube.com/watch?v=q7lfSjjMNU8
"""For Estefani"" poem by Aracelis Girmay",208K,"7,364",,4 years ago,https://www.youtube.com/watch?v=DcIYMCC0M1w
Ugly History: Japanese American incarceration camps - Densho,1.5M,"37,228",,4 years ago,https://www.youtube.com/watch?v=hI4NoVWq87M
"The Prison Break | Think Like A Coder, Ep 1",1.7M,"49,817",,4 years ago,https://www.youtube.com/watch?v=KFVdHDMcepw
Einstein's twin paradox explained - Amber Stuver,5.4M,"154,686",,4 years ago,https://www.youtube.com/watch?v=h8GqaAp3cGs
Why should you read “The God of Small Things” by Arundhati Roy? - Laura Wright,690K,"22,828",,4 years ago,https://www.youtube.com/watch?v=QjcCmERmIMo
The myth of the Sampo— an infinite source of fortune and greed - Hanna-Ilona Härmävaara,2M,"44,237","1,655",4 years ago,https://www.youtube.com/watch?v=71fLFOjruFc
Think Like a Coder | Teaser Trailer,793K,"15,062",,4 years ago,https://www.youtube.com/watch?v=qhAAmyGnA-M
What makes neon signs glow? A 360° animation - Michael Lipman,325K,"6,816",,4 years ago,https://www.youtube.com/watch?v=6ev4KHAToWM
A day in the life of a Celtic Druid - Philip Freeman,1.7M,"43,122",,4 years ago,https://www.youtube.com/watch?v=6kmxzIY7mE8
Can you solve the secret sauce riddle? - Alex Gendler,3.2M,"46,989",,4 years ago,https://www.youtube.com/watch?v=HyRjuPP9S3o
A brief history of chess - Alex Gendler,10M,"231,023",,4 years ago,https://www.youtube.com/watch?v=YeB-1F-UKO0
Why should you read “Midnight’s Children”? - Iseult Gillespie,457K,"17,108",,4 years ago,https://www.youtube.com/watch?v=x5pPo5KehCk
"""Ode to the Only Black Kid in the Class"" poem by Clint Smith",237K,"7,812",322,4 years ago,https://www.youtube.com/watch?v=OGoehR_k0Xk
The dust bunnies that built our planet - Lorin Swint Matthews,244K,"7,497",284,4 years ago,https://www.youtube.com/watch?v=G6qREv4eTRM
The secret student resistance to Hitler - Iseult Gillespie,1.7M,"61,110",,4 years ago,https://www.youtube.com/watch?v=ZtOKRsF6Rr0
The rise and fall of the Mongol Empire - Anne F. Broadbridge,5.4M,"102,268",,4 years ago,https://www.youtube.com/watch?v=wUVvTqvjUaM
The myth of Jason and the Argonauts - Iseult Gillespie,2M,"36,028",,4 years ago,https://www.youtube.com/watch?v=peFwikd2-bw
The mysterious origins of life on Earth - Luka Seamus Wright,1.1M,"25,436",,4 years ago,https://www.youtube.com/watch?v=de1hiS_XjWg
A day in the life of a Cossack warrior - Alex Gendler,707K,"21,256",,4 years ago,https://www.youtube.com/watch?v=33cP54FcERA
Why should you read “Kafka on the Shore”? - Iseult Gillespie,1.8M,"74,939","1,682",4 years ago,https://www.youtube.com/watch?v=mB4FO1itCi0
Can you solve the multiverse rescue mission riddle? - Dan Finkel,1.6M,"25,488","1,747",4 years ago,https://www.youtube.com/watch?v=ZmaeljnPOu4
The high-stakes race to make quantum computers work - Chiara Decaroli,393K,"11,843",,4 years ago,https://www.youtube.com/watch?v=r_t96FqWE4M
How do viruses jump from animals to humans? - Ben Longdon,1.5M,"29,622",,4 years ago,https://www.youtube.com/watch?v=xjcsrU-ZmgY
From pacifist to spy: WWII’s surprising secret agent - Shrabani Basu,1.3M,"46,895",,4 years ago,https://www.youtube.com/watch?v=Y7zyB7rsvHU
The murder of ancient Alexandria's greatest scholar - Soraya Field Fiorio,1.6M,"56,872",,4 years ago,https://www.youtube.com/watch?v=n1mwZrVJ-TI
How turtle shells evolved... twice - Judy Cebra Thomas,892K,"21,021",528,4 years ago,https://www.youtube.com/watch?v=W9wAfqBd_T0
A brief history of cannibalism - Bill Schutt,4.8M,"128,362",,4 years ago,https://www.youtube.com/watch?v=Y2ODPFiksBE
Romance and revolution: The poetry of Pablo Neruda - Ilan Stavans,557K,"17,204",,4 years ago,https://www.youtube.com/watch?v=sogJXiaBM8Q
Ancient Rome’s most notorious doctor - Ramon Glazov,3M,"71,535",,4 years ago,https://www.youtube.com/watch?v=r1BhsWsmjco
Can you solve the dark matter fuel riddle? - Dan Finkel,1.3M,"21,465",,5 years ago,https://www.youtube.com/watch?v=Fj2hTS5Kjyw
Infinity according to Jorge Luis Borges - Ilan Stavans,420K,"18,389",533,5 years ago,https://www.youtube.com/watch?v=mJeLGd3JV2I
The most common STI in the world - Emma Bryce,804K,"17,604",,5 years ago,https://www.youtube.com/watch?v=KOz-bNhEHhQ
"""New Colossus"" by Emma Lazarus",290K,"6,800",,5 years ago,https://www.youtube.com/watch?v=NaKUuk78L1A
The secret language of trees - Camille Defrenne and Suzanne Simard,777K,"25,497",,5 years ago,https://www.youtube.com/watch?v=V4m9SefyRjg
What makes tuberculosis (TB) the world's most infectious killer? - Melvin Sanicas,2.4M,"46,018",,5 years ago,https://www.youtube.com/watch?v=N0Gv96uDctM
"Why should you read ""Hamlet""? - Iseult Gillespie",1.7M,"60,851",,5 years ago,https://www.youtube.com/watch?v=QTu39aMg_mU
The Romans flooded the Colosseum for sea battles - Janelle Peters,911K,"22,563",,5 years ago,https://www.youtube.com/watch?v=TB5weRIYhjQ
There may be extraterrestrial life in our solar system - Augusto Carballido,516K,"14,265",,5 years ago,https://www.youtube.com/watch?v=odP3akRWJlY
How do crystals work? - Graham Baird,3.3M,"77,572",,5 years ago,https://www.youtube.com/watch?v=PgSRAsgrKmg
Your body vs. implants - Kaitlyn Sadtler,2.1M,"55,576",,5 years ago,https://www.youtube.com/watch?v=4h9nfYbov38
Underwater farms vs. climate change - Ayana Elizabeth Johnson and Megan Davis,388K,"13,081",419,5 years ago,https://www.youtube.com/watch?v=JYZpxRy5Mfg
Ugly History: Witch Hunts - Brian A. Pavlac,2M,"53,803","2,580",5 years ago,https://www.youtube.com/watch?v=7x5KesH3dzM
How close are we to eradicating HIV? - Philip A. Chan,856K,"26,807",,5 years ago,https://www.youtube.com/watch?v=5_78Fyk7mlE
This one weird trick will help you spot clickbait - Jeff Leek & Lucy McGowan,778K,"23,113","1,186",5 years ago,https://www.youtube.com/watch?v=8IzfzoZsa-Q
You are more transparent than you think - Sajan Saini,594K,"17,693",,5 years ago,https://www.youtube.com/watch?v=j7heZpuvu4U
The Opposites Game,433K,"19,741",,5 years ago,https://www.youtube.com/watch?v=KO6527S5JOU
Why should you read “The Master and Margarita”? - Alex Gendler,750K,"25,618",,5 years ago,https://www.youtube.com/watch?v=miNBicrLiXo
The lovable (and lethal) sea lion - Claire Simeone,494K,"17,113",,5 years ago,https://www.youtube.com/watch?v=FrlDEJEALZo
The Chinese myth of the meddling monk - Shunan Teng,2.6M,"52,584","1,521",5 years ago,https://www.youtube.com/watch?v=mO6eMTKalRE
Can you spot the problem with these headlines? (Level 1) - Jeff Leek & Lucy McGowan,478K,"14,196",,5 years ago,https://www.youtube.com/watch?v=w1CeRpfByG8
The mysterious science of pain - Joshua W. Pate,1.8M,"40,155",,5 years ago,https://www.youtube.com/watch?v=eakyDiXX6Uc
Can a black hole be destroyed? - Fabio Pacucci,1.7M,"48,312",,5 years ago,https://www.youtube.com/watch?v=AXR-etStvCI
Why should you read “Crime and Punishment”? - Alex Gendler,4.8M,"213,758",,5 years ago,https://www.youtube.com/watch?v=Vtkv3-endYc
How do self-driving cars “see”? - Sajan Saini,527K,"14,106",508,5 years ago,https://www.youtube.com/watch?v=PRg5RNU_JLk
The Aztec myth of the unlikeliest sun god - Kay Almere Read,2.1M,"38,634","1,284",5 years ago,https://www.youtube.com/watch?v=fMPG-2vXi-s
The Chinese myth of the immortal white snake - Shunan Teng,5.9M,"129,741","4,125",5 years ago,https://www.youtube.com/watch?v=eEeeClBoqK0
How this disease changes the shape of your cells - Amber M. Yates,1.2M,"29,555",,5 years ago,https://www.youtube.com/watch?v=hRnrIpUMyZQ
"""Accents"" by Denice Frohman",306K,"14,512",,5 years ago,https://www.youtube.com/watch?v=84ZcT1jDCjk
Why is this painting so shocking? - Iseult Gillespie,824K,"23,581",711,5 years ago,https://www.youtube.com/watch?v=DJnH5CPCImY
How does the stock market work? - Oliver Elfenbaum,9.8M,"273,489",,5 years ago,https://www.youtube.com/watch?v=p7HKvqRI_Bo
Can you solve the cuddly duddly fuddly wuddly riddle? - Dan Finkel,3.5M,"48,171",,5 years ago,https://www.youtube.com/watch?v=z-ZEfxAL9SI
Titan of terror: the dark imagination of H.P. Lovecraft - Silvia Moreno-García,2.3M,"100,299",,5 years ago,https://www.youtube.com/watch?v=3M3L4VIZv-U
The hidden network that makes the internet possible - Sajan Saini,800K,"27,771",,5 years ago,https://www.youtube.com/watch?v=er3v4PVNQqE
The surprising reason our muscles get tired - Christian Moro,5.1M,"161,919",,5 years ago,https://www.youtube.com/watch?v=rLsimrBoYXc
What is a butt tuba and why is it in medieval art? - Michelle Brown,928K,"29,357","1,301",5 years ago,https://www.youtube.com/watch?v=LgBj48s1SA8
Turbulence: One of the great unsolved mysteries of physics - Tomás Chor,1.3M,"31,857",,5 years ago,https://www.youtube.com/watch?v=S3i6tJ4XNqA
The wild world of carnivorous plants - Kenny Coogan,2.2M,"35,308",,5 years ago,https://www.youtube.com/watch?v=ee7muQ_qKU0
How to biohack your cells to fight cancer - Greg Foot,1.2M,"63,328",,5 years ago,https://www.youtube.com/watch?v=Mt5C5fhuU_0
Why are earthquakes so hard to predict? - Jean-Baptiste P. Koehl,1.1M,"19,930",,5 years ago,https://www.youtube.com/watch?v=jhRuUoTnA6g
How to grow a glacier - M Jackson,437K,"11,759",572,5 years ago,https://www.youtube.com/watch?v=wlppif9IJzI
How to spot a pyramid scheme - Stacie Bosley,5.9M,"179,952",,5 years ago,https://www.youtube.com/watch?v=SBGfHk91Vrk
"""First Kiss"" by Tim Seibles",455K,"14,762",504,5 years ago,https://www.youtube.com/watch?v=dv9sgFHS2Do
Frida Kahlo: The woman behind the legend - Iseult Gillespie,1.7M,"48,644",,5 years ago,https://www.youtube.com/watch?v=B9XYtPqWLB4
A brief history of dogs - David Ian Howe,3.2M,"60,831","1,882",5 years ago,https://www.youtube.com/watch?v=8_KWmzLObQ4
What “Machiavellian” really means - Pazit Cahlon and Alex Gendler,3M,"105,191","3,400",5 years ago,https://www.youtube.com/watch?v=fUlGtrHCGzs
The wicked wit of Jane Austen - Iseult Gillespie,1.7M,"65,133",801,5 years ago,https://www.youtube.com/watch?v=NSL55lOwznU
Using radioactive drugs to see inside your body - Pedro Brugarolas,332K,"10,134",365,5 years ago,https://www.youtube.com/watch?v=KXzONBPcPIk
Can you solve the unstoppable blob riddle? - Dan Finkel,7.6M,"52,344",,5 years ago,https://www.youtube.com/watch?v=4peuImhJj44
How tall can a tree grow? - Valentin Hammoudi,1.3M,"31,874",,5 years ago,https://www.youtube.com/watch?v=vvtPJKWUb2g
Harvey Milk's radical vision of equality - Lillian Faderman,254K,"9,233",,5 years ago,https://www.youtube.com/watch?v=wr3kUfW2fM0
The physics of surfing - Nick Pizzo,490K,"12,279",,5 years ago,https://www.youtube.com/watch?v=5nCcE-jABSo
Why should you read Sylvia Plath? - Iseult Gillespie,2M,"102,078",,5 years ago,https://www.youtube.com/watch?v=wCWl8ZIgCHk
How does the Rorschach inkblot test work? - Damion Searls,7M,"178,478","5,404",5 years ago,https://www.youtube.com/watch?v=LYi19-Vx6go
The historic women’s suffrage march on Washington - Michelle Mehrtens,543K,"8,485",384,5 years ago,https://www.youtube.com/watch?v=_KhYRqozTDE
The chaotic brilliance of artist Jean-Michel Basquiat - Jordana Moore Saggese,1M,"39,325",,5 years ago,https://www.youtube.com/watch?v=JX02QQXfb_o
Can you solve the jail break riddle? - Dan Finkel,4M,"57,561","3,044",5 years ago,https://www.youtube.com/watch?v=9uZ-jeZS8d0
Why should you read sci-fi superstar Octavia E. Butler? - Ayana Jamieson and Moya Bailey,410K,"17,241",444,5 years ago,https://www.youtube.com/watch?v=X6YI8lsjJJA
An unsung hero of the civil rights movement - Christina Greer,462K,"11,468",310,5 years ago,https://www.youtube.com/watch?v=NJcUnXTaCgU
Three ways the universe could end - Venus Keus,2M,"41,642","3,099",5 years ago,https://www.youtube.com/watch?v=itpLU7OzNV8
The sexual deception of orchids - Anne Gaskett,562K,"16,191",,5 years ago,https://www.youtube.com/watch?v=hmI-rJuYAjw
